“X”,“Y”,“Z”,“U”,“V”,“W”,“exx”,“eyy”,“e_xy”,“sigma”
8.5,54.5,0,0,0,0,0,0,0,0
9.5,0.5,0,0.009,-0.495,0,0,0,0,0
9.5,1.5,0,0.009,-0.485,0,0,0,0,0
9.5,2.5,0,0.009,-0.475,0,0,0,0,0
9.5,3.5,0,0.009,-0.465,0,0,0,0,0
9.5,4.5,0,0.009,-0.455,0,0,0,0,0
9.5,5.5,0,0.009,-0.445,0,0,0,0,0
9.5,6.5,0,0.009,-0.435,0,0,0,0,0
9.5,7.5,0,0.009,-0.425,0,0,0,0,0
9.5,8.5,0,0.009,-0.415,0,0,0,0,0
9.5,9.5,0,0.009,-0.405,0,0,0,0,0
9.5,10.5,0,0.009,-0.395,0,0,0,0,0
9.5,11.5,0,0.009,-0.385,0,0,0,0,0
9.5,12.5,0,0.009,-0.375,0,0,0,0,0
9.5,13.5,0,0.009,-0.365,0,0,0,0,0
9.5,14.5,0,0.009,-0.355,0,0,0,0,0
9.5,15.5,0,0.009,-0.345,0,0,0,0,0
9.5,16.5,0,0.009,-0.335,0,0,0,0,0
9.5,17.5,0,0.009,-0.325,0,0,0,0,0
9.5,18.5,0,0.009,-0.315,0,0,0,0,0
9.5,19.5,0,0.009,-0.305,0,0,0,0,0
9.5,20.5,0,0.009,-0.295,0,0,0,0,0
9.5,21.5,0,0.009,-0.285,0,0,0,0,0
9.5,22.5,0,0.009,-0.275,0,0,0,0,0
9.5,23.5,0,0.009,-0.265,0,0,0,0,0
9.5,24.5,0,0.009,-0.255,0,0,0,0,0
9.5,25.5,0,0.009,-0.245,0,0,0,0,0
9.5,26.5,0,0.009,-0.235,0,0,0,0,0
9.5,27.5,0,0.009,-0.225,0,0,0,0,0
9.5,28.5,0,0.009,-0.215,0,0,0,0,0
9.5,29.5,0,0.009,-0.205,0,0,0,0,0
9.5,30.5,0,0.009,-0.195,0,0,0,0,0
9.5,31.5,0,0.009,-0.185,0,0,0,0,0
9.5,32.5,0,0.009,-0.175,0,0,0,0,0
9.5,33.5,0,0.009,-0.165,0,0,0,0,0
9.5,34.5,0,0.009,-0.155,0,0,0,0,0
9.5,35.5,0,0.009,-0.145,0,0,0,0,0
9.5,36.5,0,0.009,-0.135,0,0,0,0,0
9.5,37.5,0,0.009,-0.125,0,0,0,0,0
9.5,38.5,0,0.009,-0.115,0,0,0,0,0
9.5,39.5,0,0.009,-0.105,0,0,0,0,0
9.5,40.5,0,0.009,-0.095,0,0,0,0,0
9.5,41.5,0,0.009,-0.085,0,0,0,0,0
9.5,42.5,0,0.009,-0.075,0,0,0,0,0
9.5,43.5,0,0.009,-0.065,0,0,0,0,0
9.5,44.5,0,0.009,-0.055,0,0,0,0,0
9.5,45.5,0,0,0,0,0,0,0,0
9.5,46.5,0,0,0,0,0,0,0,0
9.5,47.5,0,0,0,0,0,0,0,0
9.5,48.5,0,0,0,0,0,0,0,0
9.5,49.5,0,0,0,0,0,0,0,0
9.5,50.5,0,0,0,0,0,0,0,0
9.5,51.5,0,0,0,0,0,0,0,0
9.5,52.5,0,0,0,0,0,0,0,0
9.5,53.5,0,0,0,0,0,0,0,0
9.5,54.5,0,0,0,0,0,0,0,0
10.5,0.5,0,0.006,-0.495,0,0,0,0,0
10.5,1.5,0,0.006,-0.485,0,0,0,0,0
10.5,2.5,0,0.006,-0.475,0,0,0,0,0
10.5,3.5,0,0.006,-0.465,0,0,0,0,0
10.5,4.5,0,0.006,-0.455,0,0,0,0,0
10.5,5.5,0,0.006,-0.445,0,0,0,0,0
10.5,6.5,0,0.006,-0.435,0,0,0,0,0
10.5,7.5,0,0.006,-0.425,0,0,0,0,0
10.5,8.5,0,0.006,-0.415,0,0,0,0,0
10.5,9.5,0,0.006,-0.405,0,0,0,0,0
10.5,10.5,0,0.006,-0.395,0,0,0,0,0
10.5,11.5,0,0.006,-0.385,0,0,0,0,0
10.5,12.5,0,0.006,-0.375,0,0,0,0,0
10.5,13.5,0,0.006,-0.365,0,0,0,0,0
10.5,14.5,0,0.006,-0.355,0,0,0,0,0
10.5,15.5,0,0.006,-0.345,0,0,0,0,0
10.5,16.5,0,0.006,-0.335,0,0,0,0,0
10.5,17.5,0,0.006,-0.325,0,0,0,0,0
10.5,18.5,0,0.006,-0.315,0,0,0,0,0
10.5,19.5,0,0.006,-0.305,0,0,0,0,0
10.5,20.5,0,0.006,-0.295,0,0,0,0,0
10.5,21.5,0,0.006,-0.285,0,0,0,0,0
10.5,22.5,0,0.006,-0.275,0,0,0,0,0
10.5,23.5,0,0.006,-0.265,0,0,0,0,0
10.5,24.5,0,0.006,-0.255,0,0,0,0,0
10.5,25.5,0,0.006,-0.245,0,0,0,0,0
10.5,26.5,0,0.006,-0.235,0,0,0,0,0
10.5,27.5,0,0.006,-0.225,0,0,0,0,0
10.5,28.5,0,0.006,-0.215,0,0,0,0,0
10.5,29.5,0,0.006,-0.205,0,0,0,0,0
10.5,30.5,0,0.006,-0.195,0,0,0,0,0
10.5,31.5,0,0.006,-0.185,0,0,0,0,0
10.5,32.5,0,0.006,-0.175,0,0,0,0,0
10.5,33.5,0,0.006,-0.165,0,0,0,0,0
10.5,34.5,0,0.006,-0.155,0,0,0,0,0
10.5,35.5,0,0.006,-0.145,0,0,0,0,0
10.5,36.5,0,0.006,-0.135,0,0,0,0,0
10.5,37.5,0,0.006,-0.125,0,0,0,0,0
10.5,38.5,0,0.006,-0.115,0,0,0,0,0
10.5,39.5,0,0.006,-0.105,0,0,0,0,0
10.5,40.5,0,0.006,-0.095,0,0,0,0,0
10.5,41.5,0,0.006,-0.085,0,0,0,0,0
10.5,42.5,0,0.006,-0.075,0,0,0,0,0
10.5,43.5,0,0.006,-0.065,0,0,0,0,0
10.5,44.5,0,0.006,-0.055,0,0,0,0,0
10.5,45.5,0,0,0,0,0,0,0,0
10.5,46.5,0,0,0,0,0,0,0,0
10.5,47.5,0,0,0,0,0,0,0,0
10.5,48.5,0,0,0,0,0,0,0,0
10.5,49.5,0,0,0,0,0,0,0,0
10.5,50.5,0,0,0,0,0,0,0,0
10.5,51.5,0,0,0,0,0,0,0,0
10.5,52.5,0,0,0,0,0,0,0,0
10.5,53.5,0,0,0,0,0,0,0,0
10.5,54.5,0,0,0,0,0,0,0,0
11.5,0.5,0,0.003,-0.495,0,0,0,0,0
11.5,1.5,0,0.003,-0.485,0,0,0,0,0
11.5,2.5,0,0.003,-0.475,0,0,0,0,0
11.5,3.5,0,0.003,-0.465,0,0,0,0,0
11.5,4.5,0,0.003,-0.455,0,0,0,0,0
11.5,5.5,0,0.003,-0.445,0,0,0,0,0
11.5,6.5,0,0.003,-0.435,0,0,0,0,0
11.5,7.5,0,0.003,-0.425,0,0,0,0,0
11.5,8.5,0,0.003,-0.415,0,0,0,0,0
11.5,9.5,0,0.003,-0.405,0,0,0,0,0
11.5,10.5,0,0.003,-0.395,0,0,0,0,0
11.5,11.5,0,0.003,-0.385,0,0,0,0,0
11.5,12.5,0,0.003,-0.375,0,0,0,0,0
11.5,13.5,0,0.003,-0.365,0,0,0,0,0
11.5,14.5,0,0.003,-0.355,0,0,0,0,0
11.5,15.5,0,0.003,-0.345,0,0,0,0,0
11.5,16.5,0,0.003,-0.335,0,0,0,0,0
11.5,17.5,0,0.003,-0.325,0,0,0,0,0
11.5,18.5,0,0.003,-0.315,0,0,0,0,0
11.5,19.5,0,0.003,-0.305,0,0,0,0,0
11.5,20.5,0,0.003,-0.295,0,0,0,0,0
11.5,21.5,0,0.003,-0.285,0,0,0,0,0
11.5,22.5,0,0.003,-0.275,0,0,0,0,0
11.5,23.5,0,0.003,-0.265,0,0,0,0,0
11.5,24.5,0,0.003,-0.255,0,0,0,0,0
11.5,25.5,0,0.003,-0.245,0,0,0,0,0
11.5,26.5,0,0.003,-0.235,0,0,0,0,0
11.5,27.5,0,0.003,-0.225,0,0,0,0,0
11.5,28.5,0,0.003,-0.215,0,0,0,0,0
11.5,29.5,0,0.003,-0.205,0,0,0,0,0
11.5,30.5,0,0.003,-0.195,0,0,0,0,0
11.5,31.5,0,0.003,-0.185,0,0,0,0,0
11.5,32.5,0,0.003,-0.175,0,0,0,0,0
11.5,33.5,0,0.003,-0.165,0,0,0,0,0
11.5,34.5,0,0.003,-0.155,0,0,0,0,0
11.5,35.5,0,0.003,-0.145,0,0,0,0,0
11.5,36.5,0,0.003,-0.135,0,0,0,0,0
11.5,37.5,0,0.003,-0.125,0,0,0,0,0
11.5,38.5,0,0.003,-0.115,0,0,0,0,0
11.5,39.5,0,0.003,-0.105,0,0,0,0,0
11.5,40.5,0,0.003,-0.095,0,0,0,0,0
11.5,41.5,0,0.003,-0.085,0,0,0,0,0
11.5,42.5,0,0.003,-0.075,0,0,0,0,0
11.5,43.5,0,0.003,-0.065,0,0,0,0,0
11.5,44.5,0,0.003,-0.055,0,0,0,0,0
11.5,45.5,0,0,0,0,0,0,0,0
11.5,46.5,0,0,0,0,0,0,0,0
11.5,47.5,0,0,0,0,0,0,0,0
11.5,48.5,0,0,0,0,0,0,0,0
11.5,49.5,0,0,0,0,0,0,0,0
11.5,50.5,0,0,0,0,0,0,0,0
11.5,51.5,0,0,0,0,0,0,0,0
11.5,52.5,0,0,0,0,0,0,0,0
11.5,53.5,0,0,0,0,0,0,0,0
11.5,54.5,0,0,0,0,0,0,0,0
12.5,0.5,0,0,-0.495,0,0,0,0,0
12.5,1.5,0,0,-0.485,0,0,0,0,0
12.5,2.5,0,0,-0.475,0,0,0,0,0
12.5,3.5,0,0,-0.465,0,0,0,0,0
12.5,4.5,0,0,-0.455,0,0,0,0,0
12.5,5.5,0,0,-0.445,0,0,0,0,0
12.5,6.5,0,0,-0.435,0,0,0,0,0
12.5,7.5,0,0,-0.425,0,0,0,0,0
12.5,8.5,0,0,-0.415,0,0,0,0,0
12.5,9.5,0,0,-0.405,0,0,0,0,0
12.5,10.5,0,0,-0.395,0,0,0,0,0
12.5,11.5,0,0,-0.385,0,0,0,0,0
12.5,12.5,0,0,-0.375,0,0,0,0,0
12.5,13.5,0,0,-0.365,0,0,0,0,0
12.5,14.5,0,0,-0.355,0,0,0,0,0
12.5,15.5,0,0,-0.345,0,0,0,0,0
12.5,16.5,0,0,-0.335,0,0,0,0,0
12.5,17.5,0,0,-0.325,0,0,0,0,0
12.5,18.5,0,0,-0.315,0,0,0,0,0
12.5,19.5,0,0,-0.305,0,0,0,0,0
12.5,20.5,0,0,-0.295,0,0,0,0,0
12.5,21.5,0,0,-0.285,0,0,0,0,0
12.5,22.5,0,0,-0.275,0,0,0,0,0
12.5,23.5,0,0,-0.265,0,0,0,0,0
12.5,24.5,0,0,-0.255,0,0,0,0,0
12.5,25.5,0,0,-0.245,0,0,0,0,0
12.5,26.5,0,0,-0.235,0,0,0,0,0
12.5,27.5,0,0,-0.225,0,0,0,0,0
12.5,28.5,0,0,-0.215,0,0,0,0,0
12.5,29.5,0,0,-0.205,0,0,0,0,0
12.5,30.5,0,0,-0.195,0,0,0,0,0
12.5,31.5,0,0,-0.185,0,0,0,0,0
12.5,32.5,0,0,-0.175,0,0,0,0,0
12.5,33.5,0,0,-0.165,0,0,0,0,0
12.5,34.5,0,0,-0.155,0,0,0,0,0
12.5,35.5,0,0,-0.145,0,0,0,0,0
12.5,36.5,0,0,-0.135,0,0,0,0,0
12.5,37.5,0,0,-0.125,0,0,0,0,0
12.5,38.5,0,0,-0.115,0,0,0,0,0
12.5,39.5,0,0,-0.105,0,0,0,0,0
12.5,40.5,0,0,-0.095,0,0,0,0,0
12.5,41.5,0,0,-0.085,0,0,0,0,0
12.5,42.5,0,0,-0.075,0,0,0,0,0
12.5,43.5,0,0,-0.065,0,0,0,0,0
12.5,44.5,0,0,-0.055,0,0,0,0,0
12.5,45.5,0,0,0,0,0,0,0,0
12.5,46.5,0,0,0,0,0,0,0,0
12.5,47.5,0,0,0,0,0,0,0,0
12.5,48.5,0,0,0,0,0,0,0,0
12.5,49.5,0,0,0,0,0,0,0,0
12.5,50.5,0,0,0,0,0,0,0,0
12.5,51.5,0,0,0,0,0,0,0,0
12.5,52.5,0,0,0,0,0,0,0,0
12.5,53.5,0,0,0,0,0,0,0,0
12.5,54.5,0,0,0,0,0,0,0,0
13.5,0.5,0,-0.003,-0.495,0,0,0,0,0
13.5,1.5,0,-0.003,-0.485,0,0,0,0,0
13.5,2.5,0,-0.003,-0.475,0,0,0,0,0
13.5,3.5,0,-0.003,-0.465,0,0,0,0,0
13.5,4.5,0,-0.003,-0.455,0,0,0,0,0
13.5,5.5,0,-0.003,-0.445,0,0,0,0,0
13.5,6.5,0,-0.003,-0.435,0,0,0,0,0
13.5,7.5,0,-0.003,-0.425,0,0,0,0,0
13.5,8.5,0,-0.003,-0.415,0,0,0,0,0
13.5,9.5,0,-0.003,-0.405,0,0,0,0,0
13.5,10.5,0,-0.003,-0.395,0,0,0,0,0
13.5,11.5,0,-0.003,-0.385,0,0,0,0,0
13.5,12.5,0,-0.003,-0.375,0,0,0,0,0
13.5,13.5,0,-0.003,-0.365,0,0,0,0,0
13.5,14.5,0,-0.003,-0.355,0,0,0,0,0
13.5,15.5,0,-0.003,-0.345,0,0,0,0,0
13.5,16.5,0,-0.003,-0.335,0,0,0,0,0
13.5,17.5,0,-0.003,-0.325,0,0,0,0,0
13.5,18.5,0,-0.003,-0.315,0,0,0,0,0
13.5,19.5,0,-0.003,-0.305,0,0,0,0,0
13.5,20.5,0,-0.003,-0.295,0,0,0,0,0
13.5,21.5,0,-0.003,-0.285,0,0,0,0,0
13.5,22.5,0,-0.003,-0.275,0,0,0,0,0
13.5,23.5,0,-0.003,-0.265,0,0,0,0,0
13.5,24.5,0,-0.003,-0.255,0,0,0,0,0
13.5,25.5,0,-0.003,-0.245,0,0,0,0,0
13.5,26.5,0,-0.003,-0.235,0,0,0,0,0
13.5,27.5,0,-0.003,-0.225,0,0,0,0,0
13.5,28.5,0,-0.003,-0.215,0,0,0,0,0
13.5,29.5,0,-0.003,-0.205,0,0,0,0,0
13.5,30.5,0,-0.003,-0.195,0,0,0,0,0
13.5,31.5,0,-0.003,-0.185,0,0,0,0,0
13.5,32.5,0,-0.003,-0.175,0,0,0,0,0
13.5,33.5,0,-0.003,-0.165,0,0,0,0,0
13.5,34.5,0,-0.003,-0.155,0,0,0,0,0
13.5,35.5,0,-0.003,-0.145,0,0,0,0,0
13.5,36.5,0,-0.003,-0.135,0,0,0,0,0
13.5,37.5,0,-0.003,-0.125,0,0,0,0,0
13.5,38.5,0,-0.003,-0.115,0,0,0,0,0
13.5,39.5,0,-0.003,-0.105,0,0,0,0,0
13.5,40.5,0,-0.003,-0.095,0,0,0,0,0
13.5,41.5,0,-0.003,-0.085,0,0,0,0,0
13.5,42.5,0,-0.003,-0.075,0,0,0,0,0
13.5,43.5,0,-0.003,-0.065,0,0,0,0,0
13.5,44.5,0,-0.003,-0.055,0,0,0,0,0
13.5,45.5,0,0,0,0,0,0,0,0
13.5,46.5,0,0,0,0,0,0,0,0
13.5,47.5,0,0,0,0,0,0,0,0
13.5,48.5,0,0,0,0,0,0,0,0
13.5,49.5,0,0,0,0,0,0,0,0
13.5,50.5,0,0,0,0,0,0,0,0
13.5,51.5,0,0,0,0,0,0,0,0
13.5,52.5,0,0,0,0,0,0,0,0
13.5,53.5,0,0,0,0,0,0,0,0
13.5,54.5,0,0,0,0,0,0,0,0
14.5,0.5,0,-0.006,-0.495,0,0,0,0,0
14.5,1.5,0,-0.006,-0.485,0,0,0,0,0
14.5,2.5,0,-0.006,-0.475,0,0,0,0,0
14.5,3.5,0,-0.006,-0.465,0,0,0,0,0
14.5,4.5,0,-0.006,-0.455,0,0,0,0,0
14.5,5.5,0,-0.006,-0.445,0,0,0,0,0
14.5,6.5,0,-0.006,-0.435,0,0,0,0,0
14.5,7.5,0,-0.006,-0.425,0,0,0,0,0
14.5,8.5,0,-0.006,-0.415,0,0,0,0,0
14.5,9.5,0,-0.006,-0.405,0,0,0,0,0
14.5,10.5,0,-0.006,-0.395,0,0,0,0,0
14.5,11.5,0,-0.006,-0.385,0,0,0,0,0
14.5,12.5,0,-0.006,-0.375,0,0,0,0,0
14.5,13.5,0,-0.006,-0.365,0,0,0,0,0
14.5,14.5,0,-0.006,-0.355,0,0,0,0,0
14.5,15.5,0,-0.006,-0.345,0,0,0,0,0
14.5,16.5,0,-0.006,-0.335,0,0,0,0,0
14.5,17.5,0,-0.006,-0.325,0,0,0,0,0
14.5,18.5,0,-0.006,-0.315,0,0,0,0,0
14.5,19.5,0,-0.006,-0.305,0,0,0,0,0
14.5,20.5,0,-0.006,-0.295,0,0,0,0,0
14.5,21.5,0,-0.006,-0.285,0,0,0,0,0
14.5,22.5,0,-0.006,-0.275,0,0,0,0,0
14.5,23.5,0,-0.006,-0.265,0,0,0,0,0
14.5,24.5,0,-0.006,-0.255,0,0,0,0,0
14.5,25.5,0,-0.006,-0.245,0,0,0,0,0
14.5,26.5,0,-0.006,-0.235,0,0,0,0,0
14.5,27.5,0,-0.006,-0.225,0,0,0,0,0
14.5,28.5,0,-0.006,-0.215,0,0,0,0,0
14.5,29.5,0,-0.006,-0.205,0,0,0,0,0
14.5,30.5,0,-0.006,-0.195,0,0,0,0,0
14.5,31.5,0,-0.006,-0.185,0,0,0,0,0
14.5,32.5,0,-0.006,-0.175,0,0,0,0,0
14.5,33.5,0,-0.006,-0.165,0,0,0,0,0
14.5,34.5,0,-0.006,-0.155,0,0,0,0,0
14.5,35.5,0,-0.006,-0.145,0,0,0,0,0
14.5,36.5,0,-0.006,-0.135,0,0,0,0,0
14.5,37.5,0,-0.006,-0.125,0,0,0,0,0
14.5,38.5,0,-0.006,-0.115,0,0,0,0,0
14.5,39.5,0,-0.006,-0.105,0,0,0,0,0
14.5,40.5,0,-0.006,-0.095,0,0,0,0,0
14.5,41.5,0,-0.006,-0.085,0,0,0,0,0
14.5,42.5,0,-0.006,-0.075,0,0,0,0,0
14.5,43.5,0,-0.006,-0.065,0,0,0,0,0
14.5,44.5,0,-0.006,-0.055,0,0,0,0,0
14.5,45.5,0,0,0,0,0,0,0,0
14.5,46.5,0,0,0,0,0,0,0,0
14.5,47.5,0,0,0,0,0,0,0,0
14.5,48.5,0,0,0,0,0,0,0,0
14.5,49.5,0,0,0,0,0,0,0,0
14.5,50.5,0,0,0,0,0,0,0,0
14.5,51.5,0,0,0,0,0,0,0,0
14.5,52.5,0,0,0,0,0,0,0,0
14.5,53.5,0,0,0,0,0,0,0,0
14.5,54.5,0,0,0,0,0,0,0,0
15.5,0.5,0,-0.009,-0.495,0,0,0,0,0
15.5,1.5,0,-0.009,-0.485,0,0,0,0,0
15.5,2.5,0,-0.009,-0.475,0,0,0,0,0
15.5,3.5,0,-0.009,-0.465,0,0,0,0,0
15.5,4.5,0,-0.009,-0.455,0,0,0,0,0
15.5,5.5,0,-0.009,-0.445,0,0,0,0,0
15.5,6.5,0,-0.009,-0.435,0,0,0,0,0
15.5,7.5,0,-0.009,-0.425,0,0,0,0,0
15.5,8.5,0,-0.009,-0.415,0,0,0,0,0
15.5,9.5,0,-0.009,-0.405,0,0,0,0,0
15.5,10.5,0,-0.009,-0.395,0,0,0,0,0
15.5,11.5,0,-0.009,-0.385,0,0,0,0,0
15.5,12.5,0,-0.009,-0.375,0,0,0,0,0
15.5,13.5,0,-0.009,-0.365,0,0,0,0,0
15.5,14.5,0,-0.009,-0.355,0,0,0,0,0
15.5,15.5,0,-0.009,-0.345,0,0,0,0,0
15.5,16.5,0,-0.009,-0.335,0,0,0,0,0
15.5,17.5,0,-0.009,-0.325,0,0,0,0,0
15.5,18.5,0,-0.009,-0.315,0,0,0,0,0
15.5,19.5,0,-0.009,-0.305,0,0,0,0,0
15.5,20.5,0,-0.009,-0.295,0,0,0,0,0
15.5,21.5,0,-0.009,-0.285,0,0,0,0,0
15.5,22.5,0,-0.009,-0.275,0,0,0,0,0
15.5,23.5,0,-0.009,-0.265,0,0,0,0,0
15.5,24.5,0,-0.009,-0.255,0,0,0,0,0
15.5,25.5,0,-0.009,-0.245,0,0,0,0,0
15.5,26.5,0,-0.009,-0.235,0,0,0,0,0
15.5,27.5,0,-0.009,-0.225,0,0,0,0,0
15.5,28.5,0,-0.009,-0.215,0,0,0,0,0
15.5,29.5,0,-0.009,-0.205,0,0,0,0,0
15.5,30.5,0,-0.009,-0.195,0,0,0,0,0
15.5,31.5,0,-0.009,-0.185,0,0,0,0,0
15.5,32.5,0,-0.009,-0.175,0,0,0,0,0
15.5,33.5,0,-0.009,-0.165,0,0,0,0,0
15.5,34.5,0,-0.009,-0.155,0,0,0,0,0
15.5,35.5,0,-0.009,-0.145,0,0,0,0,0
15.5,36.5,0,-0.009,-0.135,0,0,0,0,0
15.5,37.5,0,-0.009,-0.125,0,0,0,0,0
15.5,38.5,0,-0.009,-0.115,0,0,0,0,0
15.5,39.5,0,-0.009,-0.105,0,0,0,0,0
15.5,40.5,0,-0.009,-0.095,0,0,0,0,0
15.5,41.5,0,-0.009,-0.085,0,0,0,0,0
15.5,42.5,0,-0.009,-0.075,0,0,0,0,0
15.5,43.5,0,-0.009,-0.065,0,0,0,0,0
15.5,44.5,0,-0.009,-0.055,0,0,0,0,0
15.5,45.5,0,0,0,0,0,0,0,0
15.5,46.5,0,0,0,0,0,0,0,0
15.5,47.5,0,0,0,0,0,0,0,0
15.5,48.5,0,0,0,0,0,0,0,0
15.5,49.5,0,0,0,0,0,0,0,0
15.5,50.5,0,0,0,0,0,0,0,0
15.5,51.5,0,0,0,0,0,0,0,0
15.5,52.5,0,0,0,0,0,0,0,0
15.5,53.5,0,0,0,0,0,0,0,0
15.5,54.5,0,0,0,0,0,0,0,0
16.5,0.5,0,-0.012,-0.495,0,0,0,0,0
16.5,1.5,0,-0.012,-0.485,0,0,0,0,0
16.5,2.5,0,-0.012,-0.475,0,0,0,0,0
16.5,3.5,0,-0.012,-0.465,0,0,0,0,0
16.5,4.5,0,-0.012,-0.455,0,0,0,0,0
16.5,5.5,0,-0.012,-0.445,0,0,0,0,0
16.5,6.5,0,-0.012,-0.435,0,0,0,0,0
16.5,7.5,0,-0.012,-0.425,0,0,0,0,0
16.5,8.5,0,-0.012,-0.415,0,0,0,0,0
16.5,9.5,0,-0.012,-0.405,0,0,0,0,0
16.5,10.5,0,-0.012,-0.395,0,0,0,0,0
16.5,11.5,0,-0.012,-0.385,0,0,0,0,0
16.5,12.5,0,-0.012,-0.375,0,0,0,0,0
16.5,13.5,0,-0.012,-0.365,0,0,0,0,0
16.5,14.5,0,-0.012,-0.355,0,0,0,0,0
16.5,15.5,0,-0.012,-0.345,0,0,0,0,0
16.5,16.5,0,-0.012,-0.335,0,0,0,0,0
16.5,17.5,0,-0.012,-0.325,0,0,0,0,0
16.5,18.5,0,-0.012,-0.315,0,0,0,0,0
16.5,19.5,0,-0.012,-0.305,0,0,0,0,0
16.5,20.5,0,-0.012,-0.295,0,0,0,0,0
16.5,21.5,0,-0.012,-0.285,0,0,0,0,0
16.5,22.5,0,-0.012,-0.275,0,0,0,0,0
16.5,23.5,0,-0.012,-0.265,0,0,0,0,0
16.5,24.5,0,-0.012,-0.255,0,0,0,0,0
16.5,25.5,0,-0.012,-0.245,0,0,0,0,0
16.5,26.5,0,-0.012,-0.235,0,0,0,0,0
16.5,27.5,0,-0.012,-0.225,0,0,0,0,0
16.5,28.5,0,-0.012,-0.215,0,0,0,0,0
16.5,29.5,0,-0.012,-0.205,0,0,0,0,0
16.5,30.5,0,-0.012,-0.195,0,0,0,0,0
16.5,31.5,0,-0.012,-0.185,0,0,0,0,0
16.5,32.5,0,-0.012,-0.175,0,0,0,0,0
16.5,33.5,0,-0.012,-0.165,0,0,0,0,0
16.5,34.5,0,-0.012,-0.155,0,0,0,0,0
16.5,35.5,0,-0.012,-0.145,0,0,0,0,0
16.5,36.5,0,-0.012,-0.135,0,0,0,0,0
16.5,37.5,0,-0.012,-0.125,0,0,0,0,0
16.5,38.5,0,-0.012,-0.115,0,0,0,0,0
16.5,39.5,0,-0.012,-0.105,0,0,0,0,0
16.5,40.5,0,-0.012,-0.095,0,0,0,0,0
16.5,41.5,0,-0.012,-0.085,0,0,0,0,0
16.5,42.5,0,-0.012,-0.075,0,0,0,0,0
16.5,43.5,0,-0.012,-0.065,0,0,0,0,0
16.5,44.5,0,-0.012,-0.055,0,0,0,0,0
16.5,45.5,0,0,0,0,0,0,0,0
16.5,46.5,0,0,0,0,0,0,0,0
16.5,47.5,0,0,0,0,0,0,0,0
16.5,48.5,0,0,0,0,0,0,0,0
16.5,49.5,0,0,0,0,0,0,0,0
16.5,50.5,0,0,0,0,0,0,0,0
16.5,51.5,0,0,0,0,0,0,0,0
16.5,52.5,0,0,0,0,0,0,0,0
16.5,53.5,0,0,0,0,0,0,0,0
16.5,54.5,0,0,0,0,0,0,0,0
17.5,0.5,0,-0.015,-0.495,0,0,0,0,0
17.5,1.5,0,-0.015,-0.485,0,0,0,0,0
17.5,2.5,0,-0.015,-0.475,0,0,0,0,0
17.5,3.5,0,-0.015,-0.465,0,0,0,0,0
17.5,4.5,0,-0.015,-0.455,0,0,0,0,0
17.5,5.5,0,-0.015,-0.445,0,0,0,0,0
17.5,6.5,0,-0.015,-0.435,0,0,0,0,0
17.5,7.5,0,-0.015,-0.425,0,0,0,0,0
17.5,8.5,0,-0.015,-0.415,0,0,0,0,0
17.5,9.5,0,-0.015,-0.405,0,0,0,0,0
17.5,10.5,0,-0.015,-0.395,0,0,0,0,0
17.5,11.5,0,-0.015,-0.385,0,0,0,0,0
17.5,12.5,0,-0.015,-0.375,0,0,0,0,0
17.5,13.5,0,-0.015,-0.365,0,0,0,0,0
17.5,14.5,0,-0.015,-0.355,0,0,0,0,0
17.5,15.5,0,-0.015,-0.345,0,0,0,0,0
17.5,16.5,0,-0.015,-0.335,0,0,0,0,0
17.5,17.5,0,-0.015,-0.325,0,0,0,0,0
17.5,18.5,0,-0.015,-0.315,0,0,0,0,0
17.5,19.5,0,-0.015,-0.305,0,0,0,0,0
17.5,20.5,0,-0.015,-0.295,0,0,0,0,0
17.5,21.5,0,-0.015,-0.285,0,0,0,0,0
17.5,22.5,0,-0.015,-0.275,0,0,0,0,0
17.5,23.5,0,-0.015,-0.265,0,0,0,0,0
17.5,24.5,0,-0.015,-0.255,0,0,0,0,0
17.5,25.5,0,-0.015,-0.245,0,0,0,0,0
17.5,26.5,0,-0.015,-0.235,0,0,0,0,0
17.5,27.5,0,-0.015,-0.225,0,0,0,0,0
17.5,28.5,0,-0.015,-0.215,0,0,0,0,0
17.5,29.5,0,-0.015,-0.205,0,0,0,0,0
17.5,30.5,0,-0.015,-0.195,0,0,0,0,0
17.5,31.5,0,-0.015,-0.185,0,0,0,0,0
17.5,32.5,0,-0.015,-0.175,0,0,0,0,0
17.5,33.5,0,-0.015,-0.165,0,0,0,0,0
17.5,34.5,0,-0.015,-0.155,0,0,0,0,0
17.5,35.5,0,-0.015,-0.145,0,0,0,0,0
17.5,36.5,0,-0.015,-0.135,0,0,0,0,0
17.5,37.5,0,-0.015,-0.125,0,0,0,0,0
17.5,38.5,0,-0.015,-0.115,0,0,0,0,0
17.5,39.5,0,-0.015,-0.105,0,0,0,0,0
17.5,40.5,0,-0.015,-0.095,0,0,0,0,0
17.5,41.5,0,-0.015,-0.085,0,0,0,0,0
17.5,42.5,0,-0.015,-0.075,0,0,0,0,0
17.5,43.5,0,-0.015,-0.065,0,0,0,0,0
17.5,44.5,0,-0.015,-0.055,0,0,0,0,0
17.5,45.5,0,0,0,0,0,0,0,0
17.5,46.5,0,0,0,0,0,0,0,0
17.5,47.5,0,0,0,0,0,0,0,0
17.5,48.5,0,0,0,0,0,0,0,0
17.5,49.5,0,0,0,0,0,0,0,0
